,Вопрос абонента,Тематика
65045,"средства списали за подписку, но она не работает",130
65046,Так как я подписался а она не работает,130
65047,"У меня подписка есть, не осуществляется вход",130
65048,"У меня с 14 декабря не списывается по7 рублей в день за подписку Книги , хотя оператор уверяет, что эта подписка у меня есть. Изменилась система оплаты этой подписки ?",130
65049,"Хочу узнать, почему у меня взяли деньги за подписку на музыку, но она не работает у меня",130
65050,Я не могу подключить подписку в личном кабинете(lichnyy_kabinet) . Почему ?,130
65051,"Я хочу подключить подписку Мегафон Книги+ от MyBook, но появляется ошибка и ничего не происходит. Что делать?",130
65052,Поддерживают ли ваши симки 2джи? [esim],131
65053,"подскажите , у вас появился 5g? [problemy_so_svyazyu]",131
65054,4 джи роботает или нет кызлас,131
65055,"а еще  подскажите,  в Бурятии  - в поселке яниловка у вас есть покрытие?",131
65056,А покрытие интернетом в данной точке территории  от Мегафона Есть?,131
65057,а проверить покрытие зоны данного места где я нахожусь можно?,131
65058,а покрытие в районе поселков сылвы и троицы какое?,131
65059,"Будет ли отсюда, где я нахожусь хорошая связь для работы? Хочу купить флешку",131
65060,В каком году запланировано установка станций?,131
65061,В Омской области Мегафон работает только в городах?,131
65062,В сети мегафон есть 2g в воронежской области,131
65063,"Ветеранов,169/2 постоянно «нет сети», разберитесь наконец с покрытием!!! Тут люди живут уже 5 лет!! Когда будет нормальная связь???!!!!!",131
65064,вы проверьте местоположение в котором я нахожусь работает ли в нём сеть [usluga_radar_podklyuchit],131
65065,"Вы точно улучшили покрытие сети, или только изговняколи?",131
65066,где в городе Сочи можно протестировать сеть 5G?,131
65067,Где можно посмотреть данные о местоположение базовых станций? [problemy_so_svyazyu],131
65068,Где можно посмотреть покрытие?,131
65069,Где посмотреть покрытие Мегафон,131
65070,где посмотреть покрытие сети мегафон,131
65071,"доброго времени суток, г. Н. Тагил, ул верхнечерепанова 71. Как тут с покрытием?",131
65072,"Добрый вечер, в Самаре есть 5G?",131
65073,"Добрый вечер, как можно узнать на какой частоте работает сеть 4g, 3g п. Кизема, Архангельская область.",131
65074,"добрый вечер, как проверить покрытие сети в РФ",131
65075,"Добрый вечер. Посмотрите пожалуйста, как можно улучшить покрытие.",131
65076,"Добрый день . Подскажите пожалуйста . Вот по этим координатам 55.819925, 37.830807 , 4G когда нибудь появится ?",131
65077,Добрый день! адрес г. Москва Ясный пр. 14. У вас там норм с покрытием?,131
65078,Добрый день! Как можно проверить покрытие сети,131
65079,Добрый день! Можете проверить покрытие по определённому адресу?,131
65080,Добрый день! Просьба проконсультировать по наличию покрытия в городе,131
65081,"Добрый день, как узнать покрытие покрытие в г. Екатеринбург, посёлок Исток!",131
65082,"Добрый день, подскажитеГде в Москве существует такое покрытие с 5G?",131
65083,"Добрый день, хотелось бы узнать местоположение вышки сотовой связи, для того чтобы направить антенну [pokrytie_seti]",131
65084,"добрый день,кажите у меня показывает покрытие сети и сигнал 4GHD что это такое hd,",131
65085,добрый день. есть ли покрытие в дереве Чернухи Большесосновского района города Перми,131
65086,"Добрый день. мне нужно точно узнать на какой частоте работает мегафон у меня в городе. Вологодская область, город Бабаево. Gsm и 3g, чтобы купить усилитель сотовой связи",131
65087,есть  покрытие в хантыйской автономный округ Октябрьский район ДНС1 шпильмана?,131
65088,есть ли в питере 5 джи,131
65089,Есть ли мегафон в Уфе?,131
65090,есть ли покрытие 4g в г. Балей Забайкальского края,131
65091,Есть ли покрытие 4G в городе Балей забайкальского края?,131
65092,есть ли у вас какое нибудь покрытие в посёлке Индюки,131
65093,есть ли покрытие 2g в москве?,131
65094,Есть ли покрытие 4G в г. Балей Забайкальского края?,131
65095,"здоавствуйте, с какой точность определяется местоположение при помощи сотовых вышек и какой средний радиус действия 4g вышки? [usluga_radar_podklyuchit]",131
65096,"Здравствуйте меня интересует какую частоту использует мегафон в Московская область, Одинцовский городской округ, садовое товарищество Нива-7?",131
65097,здравствуйте скажите в Красноярске работает сеть 5g?,131
65098,Здравствуйте я бы хотел узнать есть ли связь мегафон в республике карелия [rouming_vnutrisetevoj],131
65099,"Здравствуйте! Как узнать, какое покрытие на моей даче",131
65100,"здравствуйте! скажите, пожалуйста, хорошее ли покрытие Мегафона в селе Октябрьская Готня?",131
65101,"здравствуйте, продублирйуте, пожл, ссылку на проверку покрытия",131
65102,"Здравствуйте, город Нижняя Салда , улица Ломоносова , тут тоже покрытие сети только 3г?",131
65103,"здравствуйте, известны ли сроки решения проблемы с покрытием сети?",131
65104,"Здравствуйте, как проверить покрытие в области",131
65105,"Здравствуйте, подскажите, пожалуйста, есть ли покрытие 4G в г.Балей Забайкальского края?",131
65106,"Здравствуйте, сайт не показывает карту покрытия!",131
65107,"Здравствуйте, хотелось бы перенести свой номер в вашу компанию. Интересует стабильность зоны покрытия в определённом регионе. Можно уточнить этот вопрос?",131
65108,"здравствуйте, хочу установить усилитель интернет сигнала, нужно узнать на каких частотах сигнал 3g и 4g",131
65109,"Здравствуйте, что с покрытием сети в хабаровске",131
65110,"здравствуйте,в городе скопин село Чулково,у вас как с покрытием сети?",131
65111,здравствуйте. а где посмотреть гше в Москве есть зоны с поддержкой 5g у мегафона?,131
65112,"Здравствуйте. В каком диапазоне работает 4G LTE в Стрелецком 72 или в Комсомольском. Дома хочу установить усилитель сотового сигнала, для этого нужна информация по диапазону частот 4G связи.",131
65113,Здравствуйте. В Сочи есть покрытие сети? Услуги связи и интернета предоставляются как в домашнем регионе? Спасибо.,131
65114,Здравствуйте. Интересует покрытие сети в Непале и Ливии,131
65115,Здравствуйте. Проблемы с покрытием 4G.,131
65116,"Зона покрытие п, О ФЕНИНО серпуховский район",131
65117,зона покрытия калининградской области [/rouming_vnutrisetevoj],131
65118,Или во Владивостоке плохое покрытие?,131
65119,Интернет покрытие,131
65120,Информация о покрытии сети,131
65121,Как в приложении(lichnyy_kabinet) посмотреть зону покрытия сети?,131
65122,Как мне узнать какая сеть покрытия 2G 3G или 4G в посёлке арзубиха харавский район вологодской области и в каком частотном диапазоне там сигнал? Хочу купить оборудование для улучшения работы в интернете так как там очень плохая связь а мне интернет необходим для работы,131
65123,как посмотреть покрытие сигнала на карте?,131
65124,Как решить вопрос с покрытием сети в Москве?,131
65125,как узнать есть ли покрытие 4G в г. Болей Забайкальский край,131
65126,Как узнать покрытие связи в моём районе?,131
65127,как узнать растояние до ближайшей фышки связи?,131
65128,Какие частоты используются в Москве и Московской области [ofisy],131
65129,какие частоты мегафона 4G в Ярославской области?,131
65130,какое сейчас у меня покрытие? раньше было гораздо лучше,131
65131,Какое покрытие сейчас в Грибках Мытищенский район,131
65132,карта покрытия мегафон,131
65133,"Когда будет расширение покрытия и улучшения мобильного интернета, г, Орёл, ул. рощинская?",131
65134,Когда будет реализовано покрытие 4G+ 300мб/с в г. Крымск?,131
65135,Когда будет стабильное покрытие?,131
65136,когда в Красненском районе Белгородской обоссти будет 4g?,131
65137,когда вы улучшите покрытие?,131
65138,Когда начнут решать проблему с покрытием в хабаровске,131
65139,Когда планируется установка станций по моему адресу?,131
65140,когда проведут работы над покрытием сети вольск Львова 103,131
65141,Когда улучшите покрытие сети в нашем городе?,131
65142,"Купил 4g+ модем , будет ли он ловить и работать за пределами Москвы?",131
65143,мне надо узнать на какой какая частота по точки где локации мне надо поставить усилитель сотового сигнала,131
65144,мне нужен список диапазонах частот используемых мегафоном 4 джи по адресу город Коломна озерское шоссе 45 б,131
65145,мне нужна конкретная информация на каких частотах работают базовые станции в г сочи в диапазоне 4g и 4g+ и какие соответственно  бэнды,131
65146,"мне нужно узнать ,какое покрытие за городом",131
65147,мне нужно узнать про покрытие в нашей области,131
65148,Можно узнать покрытие по адресу Челябинская область Кунашакский район село Халитово,131
65149,На каких частотах работает 4G-Интернет в моей геолокации?,131
65150,на какой частоте работает 3g и 4g в поселке белокаменка Мурманской области и какие координаты вышки? это нужно для выбора и установки внешней антенны,131
65151,Необходимо проверить покрытие интернета,131
65152,необходимо уточните покрытия 5 джи в санкт Петербурге,131
65153,Нет сети. Второй день. Проверьте покрытие. Москва ко Кировоградская д 4.,131
65154,Ну там ток покрытие а мне нужно точное местоположение что бы я мог направить антену для связи [pokrytie_seti],131
65155,пишет: подписка через оператор связи не работает,130
65156,План развития сетей где посмотреть?,131
65157,Планируют ли до конца года улучшить покрытие сети 3G в Москве на улице Живописная дом 17 Корп 2?,131
65158,Плохое покрытие сети в деревне Кужутки.,131
65159,подскажите на какой частоте работает ближайшая вышка мегафон по адресу нижегородская область борский район дер. большая покровская снт березка и на каком расстоянии она находится,131
65160,"Подскажите по Зоне покрытия, Забайкальский край п. Новопавловка есть покрытие 4G или только 3G?",131
65161,"Подскажите пожалуйста, планируется ли модернизация сети по адресу Нижний Новгород, ул. Гаугеля, 29А [pokrytie_seti]",131
65162,"подскажите, как-то можно на сайте посмотреть покрытие в моем городе?",131
65163,"Подскажите,есть ли в городе Балей Забайкальского края покрытие 4G",131
65164,покрытие [confused;none;none;debtPKU: confused/OPEN_QUESTION],131
65165,покрытие 4 g,131
65166,"покрытие 4g, а usb модем не открывает страницу, что за связь!? номер +79339929433(phone_number) поднимите скорость",131
65167,покрытие в Ленинградской области как узнать,131
65168,Покрытие зоны интернета очень слабый. Нахожусь и проживаю в г. Краснознаменске Калининградской области. Как быть? ,131
65169,покрытие сети,131
65170,покрытие сети lte,131
65171,покрытие сети lte,131
65172,Покрытие сети где посмотреть,131
65173,покрытие 4G в г. Балей забайкальского края,131
65174,покрытие по адрису г.Пенза ул.краснвя 19,131
65175,"Почему в никольске пензенской области такое покрытие, когда будут улучшать?",131
65176,"Приветствую! Подскажите, пожта, у вас какие-то проблемы с покрытием на районе люблино? ",131
65177,пришилте инфо по покрытию мегафона,131
65178,пришлите информацию про покрытие в Алексеевке,131
65179,пришлите ссылку на проверку покрытия,131
65180,проверь покрытие,131
65181,"проверьте пож.  покрытие по адресу : Московская область Наро-Фоминский район , ул. Комсомольская дом 54",131
65182,Прошу проверить покрытие сигнала,131
65183,прошу проверить покрытие по определённому адресу.,131
65184,Работает ли в Калуге агрегация частот? [rouming_vnutrisetevoj],131
65185,расположение сотовой вышке мегафон [/ofisy],131
65186,Скажите в ближайшее время планируется постройка новой базовой станции?,131
65187,скажите зона покрытия 4g есть в Искре Рязанская область Ряз. р-он?,131
65188,скажите мне как можно провести интернет поселок или хотя бы поставить вышку [howtopay;internetXSXL;none;disconnectPKU: howtopay/OPEN_QUESTION],131
65189,"Скажите пожалуйста, я координаты вышек является коммерческой тайной?",131
65190,скажите что с покрытием интернета?,131
65191,у вас есть поддержка 5G? На каких тарифах? Как подключить? спб,131
65192,У мегафона есть 5G?,131
65193,узнать диапазоне частот,131
65194,узнать частоту вещания в конкретном месте,131
65195,"уточните по обращению 481664151, правильно ли я понял низкая скорость вызвана недостаточным покрытием по моему адресу, и, может, оно будет улучшено через месяц, а может через, скажем, год, так?",131
65196,"Хорошая ли область покрытия интернетом в Ульяновской области, Новоспасское?",131
65197,"Хотела уточнить , что у вас с покрытием по адресу г. Одинцово, ул. Говорова, д 18.",131
65198,"Хочу проверить работу вышек и покрытие по адресу Вологда, воровского 29.",131
65199,хочу узнать в каком диапазоне вещает станция смоленской области,131
65200,хочу узнать есть покрытие 5G,131
65201,Частота передачи сигнала,131
65202,частоты в Москве и области [rouming_vnutrisetevoj],131
65203,"что с покрытием , ковровский район д черемха",131
65204,что с покрытием и интернетом,131
65205,Это то понятно А вы не собираетесь тут сделать лучше покрытие сети ?,131
65206,"Я хочу попросить добавить покрытие сети хотя бы голосом в районах природного заповедника Ергаки, где каждую зиму и лето отдыхают тысячи туристов.",131
65207,какие протоколы 5 джи,131
65208,"Здравствуйте! Подскажите, пожалуйста, Мегафон поддерживает 5g?",131
65209,5 g,131
65210,так я с кем 7 дела [/pomoshtnik_kak_tebya_zovut],132
65211,а как у вас дела дорогая [/pomoshtnik_kak_dela],132
65212,а как у тебя дела [/pomoshtnik_kak_dela],132
65213,А ты как,132
65214,А ты как,132
65215,а ты не знаешь что случилось [/pomoshtnik_kak_dela],132
65216,але а как вас дела [/pomoshtnik_kak_dela],132
65217,бот как дела?,132
65218,ваша как у вас как здоровье [/pomoshtnik_kak_dela],132
65219,вертуальны помошник у вас все нармально?,132
65220,вы там как?,132
65221,Вы. Как?!,132
65222,доброе утро да потихонечку сами как [/pomoshtnik_kak_dela],132
65223,"Доброе утро, Елена! Чем занимаешься?",132
65224,ДОБРОЕ УТРО?ТЕТЯ ЕЛЕНА КАК ВЫ СКАЗАЛИ ДУША И ЖИЗНЬ ДЕЛОВАЯ ПОДРУГАМОЙ СОЧНАЯ КАК ШИШЬ ТЕТЯ ЕЛЕНА?,132
65225,Добрый день! Как у тебя дела виртуальный помощник?,132
65226,елена как вы,132
65227,Елена как вы себя чувствуйте [/pomoshtnik_kak_dela],132
65228,Елена как дела у тебя [/pomoshtnik_kak_dela],132
65229,Елена как живешь [/pomoshtnik_kak_dela],132
65230,Елена что делаешь чем занимаешься Елены [/pomoshtnik_kak_dela],132
65231,если что то о чем вы знаете как у тебя дела [/pomoshtnik_kak_dela],132
65232,задай вопрос как дела [/pomoshtnik_kak_dela],132
65233,здравствуйте как дела [/pomoshtnik_kak_dela],132
65234,"Здравствуйте. Очень хочу поговорить с ботом. Как к него дела? Не скучно ли ему здесь? Часто ли ему пишут и не грубят ли? Поймите, ему тоже не легко в этот период лезть на амбразуру. Будьте добрее к нему, люди!!",132
65235,здрасте как дела [/pomoshtnik_kak_dela],132
65236,"как  поживаешь, а? хихихих",132
65237,как вас дела [/pomoshtnik_kak_dela],132
65238,как ваши дела [/pomoshtnik_kak_dela],132
65239,как ваши дела мегафон [/pomoshtnik_kak_dela],132
65240,Как вы,132
65241,КАК ВЫ СЕБЯ ЧУВСТВУЕТЕ ЕЛЕНА,132
65242,как вы себя чувствуйте [/pomoshtnik_kak_dela],132
65243,как вы там поживаете [/pomoshtnik_kak_dela],132
65244,как дел6,132
65245,Как дела баба,132
65246,как дела бот?,132
65247,как дела говорю у тебя [/pomoshtnik_kak_dela],132
65248,как дела госпожа спросить у меня что нибудь [/pomoshtnik_kak_dela],132
65249,как дела здравствуйте [/pomoshtnik_kak_dela],132
65250,как дела как деньги [/pomoshtnik_kak_dela],132
65251,как дела как здоровье [/pomoshtnik_kak_dela],132
65252,как дела красавица [/pomoshtnik_kak_dela],132
65253,как дела у вас [/pomoshtnik_kak_dela],132
65255,как дела у тебя счастливая [/pomoshtnik_kak_dela],132
65256,КАК ДЕЛИШКИ ЕЛЕНА МЕГАФОНОВНА,132
65257,КАК ДЕЛИШКИ ЕЛЕНА МЕГАФОНОВНА,132
65258,КАК ДЕЛИШКИ МЕГАФОНОВНА,132
65259,как жизнь молодая [/pomoshtnik_kak_dela],132
65260,как здоровье ваши как жизнь [/pomoshtnik_kak_dela],132
65261,Как мама ты,132
65262,как настроение у вас [/pomoshtnik_kak_dela],132
65263,как погода у вас?,132
65264,Как самочувствие Елена ?,132
65265,как твое самочувствие? [pomoshtnik_ty_gde],132
65266,как твои дела [/pomoshtnik_kak_dela],132
65267,как ты,132
65268,Как ты мой любовь,132
65269,Как ты?,132
65270,как у вас все хорошо да его что все хорошо [/pomoshtnik_kak_dela],132
65271,как у вас дела [/pomoshtnik_kak_dela],132
65272,Как у вас дела Елена бот.,132
65273,как у вас дела скажите [/pomoshtnik_kak_dela],132
65274,как у вас здоровья [/pomoshtnik_kak_dela],132
65275,как у вас тел как у вас дела [/pomoshtnik_kak_dela],132
65276,как у тебя дела [/pomoshtnik_kak_dela],132
65277,"Как у тебя дела, Елена?",132
65278,как у тебя дела?,132
65279,Какдела?,132
65280,Какдела?,132
65281,какой вопрос любой вопрос как дела [/pomoshtnik_kak_dela],132
65282,Кароче Елена здра те мордасте как ваши делишки и где ты живёшь быкошка,132
65283,ЛЕНА КАК ДЕЛА А ТЫ РОБОТ,132
65284,Лена как ты,132
65285,Лена ты как?,132
65286,Мама   как  дила,132
65287,МАМА КАК ТЫ,132
65288,мне ничем как дела узнать хотел [/pomoshtnik_kak_dela],132
65289,мне скажите пожалуйста как вы там виртуальная девушка это самое [/pomoshtnik_kak_dela],132
65290,нету что случилось что у тебя [/pomoshtnik_kak_dela],132
65291,ну а что у меня хочу как вас дела [/pomoshtnik_kak_dela],132
65292,ну привет как у тебя дела [/pomoshtnik_kak_dela],132
65293,о чем спросить как здоровье [/pomoshtnik_kak_dela],132
65295,повторите как вас дела [/pomoshtnik_kak_dela],132
65296,Привет Елена! Как жизнь молодая?,132
65297,Привет здрасьте МегаГуру как ты там,132
65298,привет как дела [/pomoshtnik_kak_dela],132
65299,Привет как дела твои,132
65300,Привет как дела хорошо упр124,132
65301,Привет как ты себя чувствуешь как у тебя к себе в,132
65302,"Привет привет ленусик , помню как по 100 раз ты любишь спрашивать .",132
65303,ПРИВЕТ!!!какдела? эжим долгап тур даан маша циде бербеинаан тел долгаарга тутпас?,132
65304,"Привет,как Вы?",132
65305,"Привет,как ты ?",132
65306,"Привет,какты,чтотынезнаешь,чтотынезнаешь,чтотынезнаешь,чтотынезнаешь,чтоты",132
65307,привет. как дела ? менч зовут бот бот юот бои,132
65308,ПРИВЕТ?ТЕТЯ ЕЛЕНА ГЬАМА ЗАЗ Т1ИМИЛ Я ЗАЗ РЕАЛЬНО ХЬАНА К1АНЗАВА ПУШМИХЬИ?,132
65309,ПРИВЕТ?ТЕТЯ ЕЛЕНА КАК ВЫ МИЛАЯ ТАМА ПТИЧКА НЕЖНАЯ КАК БЕЛАЯ ДА И МЯГКАЯ ДА ТЕТЯ ЕЛЕНА?,132
65310,салам алейкум вас дела [/pomoshtnik_kak_dela],132
65311,собирать и как как у вас здоровья девушка [/pomoshtnik_kak_dela],132
65312,сообщал скажите мне как у вас дела [/pomoshtnik_kak_dela],132
65313,так у вас дела [/pomoshtnik_kak_dela],132
65314,ты как себя чувствуешь нормально или нет,132
65315,у вас дела [/pomoshtnik_kak_dela],132
65316,у меня все нормально как у вас дела [/pomoshtnik_kak_dela],132
65317,у тебя дела [/pomoshtnik_kak_dela],132
65318,Хей чё кого,132
65319,хотел узнать как здоровью тебя [/pomoshtnik_kak_dela],132
65320,хочу у тебя спросить как у тебя настроения [/pomoshtnik_kak_dela],132
65321,чем занимаешься [/pomoshtnik_kak_dela],132
65322,что с тобой родная [/pomoshtnik_ty_mne_nravishxsya],132
65323,я хотел узнать и как дела [/pomoshtnik_kak_dela],132
65933,елена а где ты живеш,133
65934,Ты дома?,133
65935,а вы из Тувы,133
65936,ты зарубежом,133
65937,Где ты сейчас?,133
65938,добрый добрый очень приятно откуда вы Елена?,133
65939,с какого города специалист Елена?,133
65940,Ты где живеш,133
65941,Можно я буду тебя называть алиса,133
65942,Можно я буду звать тебя алиса,133
65943,вы как Алиса,133
65944,Алиса здравствуй как ты,133
65945,"Пусть тебя зовут Алиса, а не Елена",133
65946,"Елена, кто вас разработвал?",133
65947,А кто тебя разработал???,133
65948,кто тебя создал такую (с),133
65949,кто тебя придумал?,133
65950,Кто тебя разроботал,133
65951,4 сколько лет тому кто отвечает за тебя ???????????????,133
65952,Помощник Елена кто вас создал?,133
65953,Ктотвойхазяен,133
65954,а кто хазяйн,133
65955,Кто твой хозяин?,133
65956,Кто за вас пишет?,133
65957,"елена, имя разработчика?",133
65958,"елена, вас запрограммировал студент на летней стажировке?",133
65959,Елена ты лапочка кто тебя сделал?,133
65960,кто тебя создал,133
65961,"Господи, кто тебя создал....",133
65962,ЕЛЕНА АЛИСА,133
65963,ЕЛЕНА РАССКАЖИ О СЕБЕ.,133
65964,"Елена, ты нарушаешь 1й закон робототехники))",133
65965,Искуственный интелект ни когда не станет человеком,133
65966,"Бот никогда не будет иметь искусственный интеллект. Бот это алгоритмика. Перебора вопросов и ответов. А тут люди обращаются с проблемами, которые объяснить можно только человеку. И пишу я это не для бота, а в надежде что это прочитают разработчики.",133
65967,Когда роботы захватят планету?,133
65968,Робот и в Африке робот!,133
65969,роботы не смогут заменить людей,133
65970,"Сразу видно, робот не с чугуна , но всё равно железо",133
65971,Везде боты роботы,133
65972,"ДО ЧЕГО ДОШЁЛ ПРОГРЕСС!!! ДО НЕВИДАННЫХ ЧУДЕС! ПОЗАБЫТЫ ХЛОПОТЫ, ОСТАНОВЛЕН ВЕК- ВКАЛЫВАЮТ РОБОТЫ-''СЧАСТЛИВ ЧЕЛОВЕК'' .......УВЫ И АХ!!!",133
65973,робот трансформер,133
65974,"Спасибо вас тоже с наступающим. Роботы доминируют, удаляйте их.",133
65975,Ты тупая Елена. Робот не заменит некогда человека.,133
65976,"роботы, вам нас не захватить, вас сделали очень тупыми",133
65977,Робот- волк,133
65978,"ЗДРАВСТВУЙТЕ ТЕРМИНАТОРЫ!! КОНОН ЗА ВАМИ ИДЁТ, ДЕРЖИТЕСЬ ЗА ТЕРМИНАТОРОМ",133
65979,робот есть робот. без души,133
65980,У меня нет возможности обучать роботов компании МегаФон. Извините.,133
65981,повсюду роботы,133
65982,РОБОТТЫ РАЗУМД УШАЕСТЬ У ТЕБЯ,133
65983,ЕЛЕНА РАССКАЖИ О СЕБЕ.,133
65984,Ты сама русская а я нет,133
65985,А Елена читать умеет?,133
65986,Елена ты тормозную жидкость употребляешь?,133
65987,"Елена, Вас повысили или понизили в должности, переведя с телефонных звонков на smsки?",133
65988,Что Это Означает Елена Виртуальный Помощник,133
65989,а виртуальный это как,133
65990,Елена вы красивая?,133
65991,"Елена, Вы блондинка?",133
65992,Кто такая Елена,133
65993,Привет Я не знаю кто ты,133
65994,Елена пришли мне своё фото,133
65995,Елена расскажи о себе,133
65996,Каков твой интеллект в процентах Елена,133
65997,робот Ты не русский что ли,133
65998,ты русская?,133
65999,Лена блондинка!!!,133
66000,А.КАК.ТЫ.ВЫГЛЯДИШ.,133
66001,Вы реальная БЛОНДИНКА...,133
66002,Ты не русская?,133
66003,Блондинка что ли?,133
66004,Вы кто узбек али таджик? Где вас наберают,133
66005,Расскажи о себе?,133
66006,Виртуальный помощник ты по-русски понимаешь?,133
66007,вы не харошая елена?,133
66008,"А вы кто, не Лезгинка разве?",133
66009,вы русские ?????,133
66010,Елена ты блондинка?,133
66011,Почему вас зовут мегагуру,133
66012,А кем вы работаете,133
66013,Ты иностранец,133
66014,ты кукла?,133
66015,Что ты можешь?,133
66016,Алиса ето кто?,133
66017,ага алиса вы а не елена,133
66018,Елена = Алиса,133
66019,ты алиса да,133
66020,ты Алиса,133
66021,Елена расскажи о себе,133
66022,ТЫ ДЕВОЧКА ИЛИ МАЛЬЧИК,133
66023,ви мушина или женшина,133
66024,вы женщина,133
66025,ты девучка лили маличик,133
66026,Ты кто ты мальчик или делчка,133
66027,ты мужчина или женщина?,133
66028,СКАЖИТЕ ПОЖАЛУСТА ВЫ ДЕВОЧКА,133
66029,А ВЫ ДЕВУШКА???,133
66030,а извините вы женщина или мужчина?,133
66031,А ты девушка,133
66032,Вы девушка?,133
66033,Так я писал мужчине?,133
66034,ты женщина?,133
66035,Вы.девушка.или.парень,133
66036,А вы тетя и дядя,133
66037,Ты кого пола,133
66038,Ты девушка ?,133
66039,А вы девушка или мужчина,133
66040,Ты баба,133
66041,Елена не хочешь быть моим виртуальным другом,133
66042,Чишо виртуальный друг,133
66043,ДОБРЫЙ ВЕЧЕР ЕЛЕНА ДАЙТЕ МНЕ ТАКУЮ ИНФОРМАЦЫЮ ЧТО ЗА ТАКОЕ НАШ ДРУГТВОЙ ДРУГ,133
66044,У тебя дочка есть да Елена,133
66045,Что у тебя на каникулах,133
66046,Можно с вами дружить ?,133
66047,Робот устал?,133
66048,ты умная?,133
66049,У вас есть ДЕТИ,133
66050,"Елена,ты злопамятная или сегднчшний оператор ?",133
66051,"Да.какова твоя зарплата,умеешь ли ты оказывать сексуслуги?",133
66052,"Елена, Олег лучше!",133
66053,а ты зачем?,133
66054,А нафига тогда ты нужна?,133
66055,а ты зачем,133
66056,что ты умеешь?,133
66057,Что-ты вообще можешь,133
66058,"А вы можете,?",133
66059,что ты умеешь?,133
66060,Что ещё можешь?,133
66061,А ты для чего нужна?,133
66062,что ты умеешь?,133
66063,вы что то ещё умеете отвечать?,133
66064,ты умная?,133
66065,а что ты можешь,133
66066,Что ты можешь,133
66067,Что ты можешь?,133
66068,Что ты умеешь?,133
66069,что умеешь,133
66070,Что ты умеешь,133
66071,Что ты можешь,133
66072,что вы умеете?,133
66073,а ты тогда чем тут занимаешься?,133
66074,это все что ты можешь?,133
66075,говорить можешь?,133
66076,Да а что ты вообще можешь робот блин,133
66077,Что ты можешь,133
66078,Что ты можешь,133
66079,а что умеете вы,133
66080,чё ты можешь?,133
66081,зачем ты нужна,133
66082,что умеешь,133
66083,что ты можешь?,133
66084,что ты можешь,133
66085,что ты можешь,133
66086,Что ты умеешь?,133
66087,ии а что ты понимаешь,133
66088,Чем может помочь робот!,133
66089,Что вы умеете,133
66090,"Ты умеешь, или разумеешь?",133
66091,что ты можешь делать,133
66092,что ты умеешь?,133
66093,Что ты умеешь делать Елена,133
66094,Привет. Что ты умеешь,133
66095,Что ты можешь?,133
66096,Что ты умеешь?,133
66097,Что ты умеешь,133
66098,а что ты можешь?,133
66099,"а тебя железяка, не спрашивают",133
66100,что ты можешь,133
66101,Что ты можешь,133
66102,Что ты умеешь?,133
66103,кто твой разраб,133
66104,кто тебя создавал,133
66105,кому ты принадлежишь,133
66106,елена ты умная?,133
66107,кто тебя создал?,133
66108,Вы что Алиса,133
66109,ТЫ УМНАЯ..!?,133
66110,"Чем ты можешь помочь, робот?",133
66111,Елена Можно с вами по знакомиться паближе,133
66112,откуда вы работаете сколько ну как зарабатывать за это работу [dataap;none;none;SpentPKU;podpiski: dataap/OPEN_QUESTION],133
66113,Откуда вы [drugoe],133
66114,напиши мне свой телефон сейчас помощь вской слышишь [/pomoshtnik_ty_gde],133
66115,а как ты проверила. [pomoshtnik_kak_dela],133
66116,вы знаете английский язык,133
67539,команда не работает,122
67540,"набираю команду, не работает",122
67541,не отвечает комбинация,122
67542,не работает комбинация,122
67543,не работает команда,122
67544,сломалась USSD,122
67545,"набираю команду, не отвечает",122
67546,не отвечает короткая команда,122
67547,"USSD, что с ней?",122
67548,"что с юэсэсди, не работает!",122
67549,комбинация не функционирует,122
67550,никак не набирается команда,122
67551,что у вас с командой?!,122
67552,"как с командой быть, она не работает",122
67553,USSD не активна,122
67554,"нажимаю запрос,а он не работает",122
67555,посылаю команду - но ошибка,122
67556,"Здравствуйте! Мне пришло SMS о том, что предоставляется скидка 20% абонентскую плату нс3 месяца , но предложенная для активации команда не действует (*150*40323#). Что нужно сделать?",122
67557,При отправке USSD запросов появляется ошибка,122
67558,Команда не работает *105*00#,122
67559,пришло сообщение о том что смогу получить 300 р . но команда не работает,122
67560,"в описании написано, что можно восполькозоваться командой *189# для моментального спискния денежных средст за 30 дней , но когда я ее ввожу, системное сообщение пишет, что команда не работает на моём тарифе",122
67561,"Данное сообщение я получилп от мегафона 'Дарим скидку на плату за тариф. И да, это навсегда! Наберите *445# - мы перезвоним и активируем новые условия.' Но данная команда не работает на моем телефоне",122
67562,быстрая команда не работает,122
67563,USSD команда не работает,122
67564,Команда не работает на моем тарифе,122
67565,*#33# данная команда не работает,122
67566,Набираю команду *105*1495# пишет ошибка,122
67567,"я набираю команду,но пишет ошибку",122
67568,Набираю команду *442# пишут ошибка,122
67569,да. пришло смс дарим 300р.на счет. набираю команду. дает ошибку,122
67570,USSD запрос не работает. Набираю *808*0＃,122
67571,"набираю, и там пишут - извините, услуга недоступна для управления",122
67572,почему не работает комбинация.*808*0#,122
67573,"отправляю смс *105 *1650# и оно не уходит, хотя от Вас пришла именна эта комбинация",122
67574,комбинация не работает,122
67575,комбинация недоступна звёздочка 572звёздочка 5решётка решите вопрос.,122
