,Вопрос абонента,Тематика
24281,почему я плачу за смс Сбербанку,165
24282,Что такое Банк - карта и за что снимают 3 рубля,165
24283,"Почему последнее списание исходящие SMS на банковские номера 3 руб ., когда у меня в тарифе 50 СМС?",165
24284,Здравствуйте. Почему сняты 3 руб 04.08.2020 за смс на номер 900 . В тарифе указана дополнительная плата только за ммс,165
24285,Почему в условия пакета Смс на входят Смс на банковские номера,165
24286,Добрый день. На моем тарифе 300 смс в месяц. На номер 900 почему смс платная?,165
24287,Добрый день! Хочу узнать сколько стоит одно исходящее sms с моего тарифа Больше открытий на короткий номер 900 ? В описании тарифа нет стоимости на короткие номера.,165
24288,почему смс на банковские номера не входят в тарифный план?,165
24289,здравствуйте. а почему за смс на номер 900 списали 6 рублей ? ведь у меня больше 200 сообщений,165
24290,а у меня почему-то списывается деньги за смс(на номер 900 ),165
24291,Исходящие смс на номер 900 - 3 рубля . Что это?,165
24292,Что такое исходящие СМС на банковские номера???,165
24293,Смс на банковские номера ? Объясните пожалуйста,165
24294,почему смс на номер сбербанка 900 платные?,165
24295,добрый день. почему при 300 бесплатных смс списали деньги (6руб ) за 2 смс на номер 900 ??,165
24296,что такое исходящиесмс на банковские номера?,165
24297,На тарифе максимум оплата есть за смс на номер 900 сбербанка ?,165
24298,добрый день. подскажите почему на номер 900 платные смс? в тарифе указано 300смс все номера России,165
24299,"Здравствуйте у меня персональное предложение тариф вип со скидкой 25%, вопрос на данном тарифе смс на банковские номера нужно оплачивать отдельно?",165
24300,"здравствуйте. скажите, входят ли смс на номер 900 в пакет безлимитных смс-сообщений ?",165
24301,Есть пакет смс для банка,165
24302,Зачем вы предоставляете по тарифу бесплатные СМС пакет и снимаете за них по 3 рубля за штуку на номер 900 ??? Смысл от вашей услуги если она гонит в минус?,165
24303,стоимость СМС на номер 900,165
24304,"Добрый день. Подскажите, а почему за смс на номер 900 снимают по 3р?",165
24305,Стоимость смс на номера банков ?,165
24306,Что за исходящие смс на банковские номера ? Я никаких смс не посылал !,165
24307,Сейчас смотрю у меня смс на 900 платные,165
24308,"Добрый день! Подскажите, пожалуйста, где в описании моего тарифа указано, что смс на номер 900 оплачиваются отдельно? Только сделала это открытие и была неприятно удивлена. ((",165
24309,Смс на 900 платные?,165
24310,исходящие смс на банковские номера платные?,165
24311,Ещё раз что за списание за смс на банковские номера ???,165
24312,Стоимость СМС на номер 9000,165
24313,добрый вечер! подскажите стоимость смс на номер 900 (Сбербанк ),165
24314,Как мы можем отключить абонентскую плату за смс на номер 900,165
24315,Разве смс на номер 900 платные,165
24316,Почему на номер 900 смс исходящий снимают деньги?,165
24317,Есть тариф с бесплатными смс на 900 ?,165
24318,Как сделать смс в банк бесплатными,165
24319,добрый день! на моем тарифе СМС на номер 900 - платная услуга?,165
24320,"здравствуйте,объясните пожалуйста что за списание на исходящие смс на номер 900 ??? по 3 руб",165
24321,"почему сообщение на номер 900 платные,если есть пакет смс??",165
24322,"Почему с меня списываю за смс на банковские номера, если я подключила безлимитные смс !?",165
24323,Почему у меня списывают средства за sms отправляемые на номер 900 ? (Сбербанк ),165
24324,Как отключить платные смс на 900 сбербанка,165
24325,"здравствуйте, входят ли смс на номер 900 в пакет безлимитные смс ?",165
24326,"здравствуйте,почему смс на номер сбербанка стоит 3 рубля , когда есть пакет смс?",165
24327,"Добрый вечер! Подскажите, пожалуйста: на моём тарифе стоимость СМС сообщений 2,55 руб. Но почему- то стоимость СМС сообщений на банковский номер 900 - 3,00руб?!",165
24328,"почему за смс на номер 900 стоит 3 рубля, вроде должны быть бесплатные смс в тарифе?",165
24329,почему за смс в банк сняли 3 р ?,165
24330,Здравствуйте. Исходящие сообщения на банковские номера не включаются в Безлимитные смс за 55₽ в месяц ?,165
24331,Исходящие смс на банковские номера,165
24332,"Почему на банковские номера смс не расходуют мой основой запас смс, а оплачиваются отдельно по 3 рубля за штуку!?",165
24333,почему смс на банковский номер платный?,165
24334,В моем тарифе 300 смс по России бесплатно. Почему на номер 900 смс отправляются платно?,165
24335,здравствуйте. Есть ли какая услуга дающая скидку на номер 900 ? ведь так получается смс на этот номер 3 р.,165
24336,"здравствуйте! у меня бесплатные 100смс в пакете на месяц, я отправила 2 смс на номер 900 и у меня сняли 6 рублей, вопрос - почему сняли и сколько стоит смс?",165
24337,У меня списываю 3 руб за исходящие смс на банковские номера . Почему если Услуга не подключена?,165
24338,"почему за смс на номер 900 с меня снимают деньги,а не смс?",165
24339,"Здравствуйте, подскажите, пжт, почему списываются средства за смс на банковские номера по 3руб 1шт.? В тарифе это не указано? Какое есть основание для списания? Остатка по услугам смс предостаточно. Спасибо.",165
24340,Здравствуйте. На короткий номер 900 СМС платная?,165
24341,доброе утро! на этом номере действуют бесплатные смс на номер 900 ?,165
24342,Почему за смс на номер 900 списывается дополнительно оплата?,165
24343,"Здравствуйте. у меня списались деньги за смс на 900 , которую я не отправляла",165
24344,"Здравствуйте, меня интересует, списания, а конкретней-списания смс на банковский счёт. это что? и за что? В приложении пояснений нет. Не тактично, вроде копейки, но мало ли.",165
24345,Здравствуйте почему за исходящие смс на банковские номера у меня снимают по 3 рубля ?,165
24346,Здравствуйте почему смс на 900 платные? По тарифу 300 бесплатных,165
24347,здравствуйте а почему у меня смс на 900 не уходит из покета?,165
24348,Почему на банковские номера Смс 3р,165
24349,Почему смс на 900 платные?,165
24350,Здравствуйте . Прошу уточнить что за списание по 3 р несколько раз в августе месяце за смс на номер 900 . У меня не было смс на номер 900,165
24351,Почему снимаете за смстна банковские номера?,165
24352,Вопрос в том что списываются деньги за смс на банковские номера,165
24353,Исходящие смс на банковские номера по 3 р - что это за смс?,165
24354,В тарифе нет указания что смс на банковские номера оплачиваются отдельно,165
24355,"здравствуйте,в моем тарифном плане платные смс оказываются на сбербанк ?",165
24356,Почему я заплатил за бесплатные смс?,165
24357,Почему я заплатил за смс на 900,165
24358,Я хочу бесплатные смс на номер 900,165
24359,"300 смс на все номера России Я отправлял на номер:900 «Сбер России » Значит следовательно средства списывались не законным путём, так?",165
24360,На банковские номера я не отправляла смс. Я отправляла деньги в сбербанке онлайн. И с меня никогда не снимались деньги. Какие смс?,165
24361,"отправил одно sms номер 900 ,почему сняли как за два?",165
24362,5 5 смс на 900,165
24363,почему с меня снимают деньги за перевод денег сбербанка на без сбербанк,165
24364,смс на короткие номера,165
24365,вы этот Абад ажите если я смс отправляю это на 900 сколько берете,165
24366,у меня робот даты дело деньги с отправила 1 короткое смс на номер 900 последние 2 дня,165
24367,Добрый день! Подскажите можно ли минимизировать траты за номера в сбербанк .? Поможет ли подключение безлимитного пакета в 55 рублей?,165
24368,3 руб . За банковский перевод почему списывают за каждый перевод ?,165
24369,Как проверить время,167
24370,Сколь сейчас время,167
24371,"подскажите, пожалуйста, точное время на часх",167
24372,сколько время,167
24373,мне нужно точное время,167
24374,скажите сколько времени,167
24375,хочу узнать время,167
24376,а сколько времени сейчас ?,167
24377,"надо точное время, скажите",167
24378,который час?,167
24379,"можно уточнить, который час?",167
24380,сколько времени,167
24381,"сколько сейчас времени, подскажите",167
24382,время какое сейчас,167
24383,пришлите точное время,167
24384,"пришлите инфо, который час",167
24385,сколько часов и минут сейчас,167
24386,"сколько времени, напишите мне?",167
24387,хочу узнать точное время,167
24388,мне надо время узнать,167
24389,где можно увидеть точное время,167
24390,нужно узнать время сколько,167
24391,"ответьте, сколько сейчас времени?",167
24392,какое сегодня число,167
24393,какой сегодня день недели,167
24394,здравствуй пожалуйста сегодня какой день суббота воскресение,167
24395,узнать сегодня воскресенье да и не понедельник,167
24396,"Привет,сколько время по Москве",167
24397,Так сегодня какое число,167
24398,Время сколько,167
24399,Сколько времени,167
24400,сегодня какое число?!,167
24401,а сейчас какое число и сколько время,167
24402,Точное время,167
24403,так сейчас сколько время,167
24404,Сегодня какое уже число?,167
24405,сегодня какой число,167
24406,"здрастье, точноевремя?",167
24407,Елена сколько щас время.,167
24408,скажите который час,167
24409,А сколько время?,167
24410,а сегодня какое число,167
24411,Сколько сейчас времеми.,167
24412,Сколько время?,167
24413,Какое сегодня число и время сколько?,167
24414,ЕЛЕНА! СКОЛЬКО СЕЙЧАС ВРЕМЕНИ,167
24415,Какое сегодня число?,167
24416,Который сейчас час не подскaжите,167
24417,какой сейчас год,167
24418,Уточните мск время,167
24419,точное время21:31,167
24420,ЕЛЕНА! СКОЛЬКО СЕЙЧАС ВРЕМЕНИ?,167
24421,ВРЕМЯ СКОЛЬКО,167
24422,Какой сегодня день,167
24423,КАК УЗНАТЬ МОСКОВСКОЕ ВРЕМЯ,167
24424,Сколько время?,167
24425,который сейчас час,167
24426,Сколько сдйчас времени,167
24427,Подскажите время,167
24428,Скажи сколько время,167
24429,скрлько время?,167
24430,Как узнать точное время?,167
24431,какое сегодня число,167
24432,Сколько часов,167
24433,Сколько сейчас времени,167
24434,Сколько времени?,167
24435,Сколько времени,167
24436,Как узнать сколько время,167
24437,Который сейчас час,167
24438,какое сегодня число?,167
24439,Сколько время!?,167
24440,Московское время мейчас,167
24441,Который час?,167
24442,который час,167
24443,какой сегодня день?,167
24444,А время точное можно узнать?,167
24445,Здравствуйте какую команду набрать чтобы узнать точное время,167
24446,который час,167
24447,Сколько+сейчас +время,167
24448,Сколько время,167
24449,ВРЕМЯ,167
24450,сколько сейчас времени,167
24451,Сколько времени?,167
24452,КАКОЕ СЕГОДНЯ ЧИСЛО МЕСЯЦ ГОД?,167
24453,Сколько сейчас часов,167
24454,Какое сегодня число,167
24455,Узнать дату и местное время?,167
24456,Какой сегодня день?,167
24457,Какое сегодня число?,167
24458,как узнать точное время,167
24459,Сегодня какое число???,167
24460,Сколько время,167
24461,Какой сегодня день,167
24462,который сейчас час,167
24463,сколько сейчас время,167
24464,скажите пожалуйста сколько сейчас времени,167
24465,сколько сейчас часов,167
24466,это расскажите пожалуйста какое сегодня число у нас,167
24467,сколько время,167
24468,который час,167
24469,сколько время,167
24470,сколько время,167
24471,"при оплате ссылка идет на одну из прикрепленных банковских карт, а как удалить старую не понятно",169
24472,"сохранила банковскую карту при оплате связи, как отменить сохранение карты",169
24473,а можно через личный кабинет сделать связи сберкарту,169
24474,почему у меня не снимают карты мир на за телефон,169
24475,можно ли привязать карту на этот номер,169
24476,как удалить свою карту во вкладке пополнить счет ,169
24477,Хотел узнать где найти в личном кабинете инфо по автоплатежам ?,169
24478,"нет,вопрос не в этом!У меня со сбера снимают 50 руб ,если баланс меньше 50 руб на телефоне,как это отключить ?",169
24479,отключить автоплатеж,169
24480,"Не хочу пополнять баланс картой, как отключить это",169
24481,Как отключить автоплатеж с банковской карты,169
24482,У меня автопополнение с карты Viza Signature,169
24483,как отключить автопополнение,169
24484,Как отключить автоплатеж за интеренет,169
24485,Не проходит автоплатеж,169
24486,как подулючить автоплатеж,169
24487,Прошу отключить автоплатеж . Спасибо.,169
24488,Здравствуйте. Как можно сделать порог автоплатежа ниже?,169
24489,Подключены ли у меня какие-либо автоплатежа с использованием банковской карты?,169
24490,Подключил себе авто платёж но он почему-то не сработал ?,169
24491,как отключить услугу автоплатеж ?,169
24492,Могу ли я отключить автоплатеж за каждый месяц?,169
24493,"Здравствуйте, почему когда я подключил автоплатеж у меня повысился тариф?",169
24494,как отвязать карту от тарифа,169
24495,как привязать карту для автоплатежа,169
24496,Я хочу отключить автоплатеж,169
24497,как откл авто платеж ?спс,169
24498,как отключить автоплотеж,169
24499,"Добрый день. Подскажите, как настроить лимит автоплатежа ?",169
24500,Как подключить автоплатеж,169
24501,как подключить автоплатеж ?,169
24502,Какая цифра чтобы отключить автоплатеж,169
24503,"как отключить атоплате , деньги автоматически списываются с карты",169
24504,какая абоненская плата? мне необходимо отключить автоплатеж,169
24505,Отключение платежа,169
24506,Не не списывается автоплатёж,169
24507,как сделать автоплатеж,169
24508,Выключи мне автоплатеж,169
24509,Здравствуйте! Как отключить запрет автоплатежа ?,169
24510,привязать карту,169
24511,Как отключить автоплатеж,169
24512,Как убрать функцию автоматический платёж ?,169
24513,можна подключить услугу авто платёж,169
24514,здравствуйте. как отклюяить номер телефона от сбербанка онлайн? благодарю,169
24515,как отключить авто платёж с банковской карты?спс,169
24516,Почему автоплатеж пополнил счет на 100 р. Если баланс более 200 р. А условия автопополнения 30р баланс???,169
24517,как отключить автоплатеж за интернет,169
24518,как узнать подключнг ли автоплатеж,169
24519,Автоплатеж,169
24520,Добрый день! Не могу авторизовать услугу автоплатеж на данном номере,169
24521,"здравствуйте,где в личном кабине вводится команда sms-бот 007 на отключение автоплатежа",169
24522,мне не нужен автоплатеж,169
24523,Сегодня в 16:29 произведена несанкционированная оплата с моей карточки 200 руб. на счет моего телефона. Как это могло произойти?,169
24524,"Пожалуйста,Отключите услугу автоматический платеж",169
24525,Здравствуйте у меня подключился автоплатеж который я не запрашивал,169
24526,Можно ещё отключить автоплатеж 50р списывают с банковской карты,169
24527,Подключён ли у меня автоплатёж на карте,169
24528,Как отключить автоматическое списание денег с банковской карты?,169
24529,"Добрый день. Подскажите пожалуйста, как мне отключить автоплатеж 50 р. с банковской карты, если балланс на счету симкарты меньше 50 р?",169
24530,где я могу настроить автоплатеж ?,169
24531,Если у меня закончутся деньги то мне на баланс пополнится 150 рублей?,169
24532,Здравствуйте. Для автопополнения привязали банковскую карту. Дальше не даёт установить сумму и дату пополнения. Помогите. Надо 180р. каждое 1 число месяца.,169
24533,Поменяйте автоплатеж с 450 р на 50 р,169
24534,как отключить привязку к карте,169
24535,"Здравствуйте, я подключил автоплатёж , возможно ли в нем изменить сумму платежа?",169
24536,"Здравствуйте, отключите , пожалуйста, автоплатёж",169
24537,Здравствуйте. Не могу оформить автоплатеж . Удалила старую банковскую карту и нужно было привязать к новой. Выдаёт ошибку:0,169
24538,"Здравствуйте. Вы подключили мне автоплатеж , отключите пожалуйста эту опцию",169
24539,Здравствуйте! Как отключить автоплатеж с моей банковской карты?,169
24540,Добрый день. Как отключить автоплатеж по банковской карте?,169
24541,Как отключить автоплатеж с банковской карты?,169
24542,"Почему, автоплатеж не подключен, а деньги на счет поступили в сумме 300 р. до 25.07.20 .",169
24543,"Дрбрый день, привчзываю карту автоплатежей, карта добавляется, но когда заходишь снова, её нет в меню, только новую можно добавить",169
24544,как отключить автоплатеж по замененному номеру?,169
24545,"Спасибо,подключила автоплатеж на привязанный номер сегодня ,как отредактировать на нужное число",169
24546,как сделать автоплатеж,169
24547,отключить автомотический платешь,169
24548,как подключить автоплатёж,169
24549,Здравствуйте мой номер привязан к другому телефону. То есть мобильное приложение оплачивается с моего баланса. Можно ли как это исправить? Привязано к телефону подруги.,169
24550,Автоплатеж,169
24551,Отключения автоплатежа установленного через виртуальную карту яндекс 5599005044109242,169
24552,как попольнить через автоплатеж,169
24553,Здравствуйте. Не прошёл автоплатеж,169
24554,как отключить автоплатеж,169
24555,я не хочу чтобы абонентская плата списывалась автоматически с моей банковской карты,169
24556,Привязать карту для автоплатеж,169
24557,"Здравствуйте! А в связи с чем после каждого платежа из личного кабинета моя карта сама по себе привязывается, хотя я каждый раз убираю галочку запомнить карту?",169
24558,Подключился автоплатеж ?,169
24559,Как отвязать банковскую карту от автоплатежа ?,169
24560,"Я хочу подключить автоплатеж на симкарту, чтоб при малом балансе деньги поступали с Карты",169
24561,"Здравствуйте как удалить номер в автоплатеже ? Я удаляю, но там просят вести номер все ровно. Я просто не хочу чтоб мне не карту перечислялось автоматом",169
24562,автоплатеж где посмотреть??,169
24563,Как отключить автопоплнение,169
24564,не проходит автоплатёж был в банке у них всё отлично даже выдали другую карту и уверили что сих стороны всё в порядке на карте деньги есть,169
24565,отаязать карту списания,169
24566,"Здравствуйте, как проверить есть ли у меня в личном кабинете настроенные автоплатежи с банковской карты?",169
24567,Отменить Автоплатеж,169
24568,Когда отключиться автоплатёж ?,169
24569,"баланс на симкарте пуст, деньги с банковской карты списались, что это такое?",169
24570,"как проверить, подключен у меня автоплатеж с банковской карты?",169
24571,Я хочу подключить автоплатеж,169
24572,То с карты списывали деньги отключите мне услугу автоплатёж на карте,169
24573,"подключал карту для автоплатежа , но так и не понял... подключилась или нет",169
24574,Привязать карту,169
24575,как отключит автоплатеж,169
24576,как отключить автоплатеж с банковской карты,169
24577,"Здравствуйте, как отключить автоплатеж на интернет когда он закончился",169
24578,"Не проходил автоплатеж , почему настроила новый",169
24579,а исправить автоплатеж ?,169
24580,"Добрый день! Скажите, как поменять карту, привязанную к автоплатежу",169
24581,автоплатеж - бесплатная услуга?,169
24582,Отключить можно автоплатеж,169
24583,Нет в этом разделе автоплатежа,169
24584,Зачем мне подключили автоплатеж за 20 рублей! Он мне нужен и верните мои деньги.,169
24585,Почему мегафон списывает деньги автоматически с моей банковской карты?,169
24586,На тарифе звонки можно отключить автоплатеж ?,169
24587,почему была привязана карта сбербанка на мой номер,169
24588,Можно ли в автоплапиже изменить дату,169
24589,подключите автоплатеж,169
24590,я хочу отключить автоматический платеж у меня не нужен я сама буду добавлять зачем мне кидать по 20 р 10 р заваривать с опять опять автоматический платеж дуриловка отключите мне автоматический платеж,169
24591,автоплатеж у меня 2 раза,169
24592,да да почему автоплатеж не вы не получился,169
24593,а вот я сейчас бы хотел заплатил 400 р на номер кинул на мегафон Москва приехали а мне почему то не пришло с вещей в этом в личном кабинете что я создал еженедельный платеж автоплатеж 400 у меня что за глупость как можно отключить,169
24594,я сейчас перекинул приятель 400 р с банковской карты ему на счет за телефон а мне бы пришла смс от мегафон Москва что я подключил автоплатеж,169
24595,хочу отключен авто 300,169
24596,скажите как отключить автоплатеж,169
24597,у меня подключен автоплатеж он почему то прошел 2 раза 2 раза сняли сейчас по 600 р с кем можно пообщаться,169
24598,снимать по 200 р отключите мне автоплатеж,169
24599,мне пришло смс подключить автоплатеж моя дочь у меня подключила автоплатеж сегодня должны были сняты деньги они не сняли,169
24600,мне нужно отключить автоматический платеж,169
24601,отмена авто платежа,169
24602,не зачислился автоплатеж,169
24603,нужно отключить на этом номере автоплатеж за квартиру за мати роутером то задать,169
24604,этом номере нужно отключить автоплатеж с квартиру за газ,169
24605,мне автоплатежа надо автоплатеж как можно отключить его,169
24606,у меня на телефоне это какой есть услуга такая но это не от мегафона автоплатеж на карте но я не это не еще не получила 500 р чтобы как мне быть,169
24607,спасибо так говоришь чей могу помочь чем могу поможете помогите автоплатеж отключить все,169
24608,отключить автоплатеж,169
24609,я бы хотела вообще то у меня пополнит у меня как отказаться от платежом идет оплата по этому вот совсем недавно прошел автоплатеж мне сказали что у меня хватает средств разговора сейчас уже рубля остался,169
24610,автоплатеж,169
24611,автоплатеж,169
24612,отключить автоплатеж с карточки банковской карточки,169
24613,мне надо автоплатеж отключить,169
24614,эта услуга платежа как мне отключить,169
24615,узнать мои автоплатежи,169
24616,отключите мне пожалуйста автоплатеж,169
24617,ну у меня должен автоплатеж быть,169
24618,автоматический платеж,169
24619,как отключить автоплатеж,169
24620,отключение услуги авто платеж,169
24621,автоплатеж,169
24622,законе рада безлимит но я до это будет то ли у меня автоплатеж 300 р 2 раза по 150 можно ли сегодня сегодняшнего дня сделать 2 недели бесплатно,169
24623,отключить пополнение с карты виза пополнение моего счета с карты виза,169
24624,хотелось бы узнать привязан ли мой номер телефона к банковской карте Сбербанка,169
24625,"у меня была привязана банковская карта. я её заблокировала. В личном кабинете удалила карту, но мне ежедневно приходят смс... Отказ, недостаточно средств на карте. Почему?",169
24626,почему не добавляеться банковская карта,169
24627,авта платёш,169
24628,Не могу добавить карту мир,169
24629,"мне просто нужно заменить номер карты для оплаты телефона, я не могу удалить номер старой карты и написать другой",169
24630,но в личном кабинете пишет нет привязанных карт,169
24631,не могу привязать карту для оплаты услуг.,169
24632,Не получается привязать банковскую карту,169
24633,не дает карту привязать для поплнения счета,169
24634,"Не проходит автоплатеж с карты Visa 5648. В приложении указано, что карта заблокирована. Карта действующая, только что пополнила с неё на 50р . через Сбербанк онлайн",169
24635,привязать карту другого банка,169
24636,"Здравствуйте. Не могу привязать новую карту Мир - при вводе номера пишет ""неверный номер карты"", хотя ввожу номер не вручную,а копирую его из он-лайн банка.",169
24637,Здравствуйте. Почему не удается привязать карту МИР? Номер карты 2200400101276265.,169
24638,"здравствуйте. пытаюсь привязать новую карту, сбербанка мир, пишет неправильный номер",169
24639,не могу прикрепить новую карту мир,169
24640,"Добрый день. Приложение не дает привязать новую карту (Мир), пишет, что неверный номер карты, хотя он верный.",169
24641,Как мне отключить услугу Аренда номера 100 -3.33руб/ в день?,168
24642,почему я не могу отключить услугу Аренда номера 50,168
24643,как отключить услугу аренда номера,168
24644,Услугу аренда номера 50 отключите,168
24645,как оключить услугу аренда номера ?,168
24646,а почему? аренда номера 50,168
24647,А как атключить аренда номера,168
24648,Можна ли атключить аренда номера,168
24649,как отключить услугу аренда номера,168
24650,хочу отключить услугу аренда номера,168
24651,У меня снова сняли деньги за услугу аренда номера,168
24652,как убрать услугу аренда номера,168
24653,хочу отменить услугу аренда номера,168
24654,как удалить услугу аренда номера 100,168
24655,как отменить услугу аренда номера,168
24656,как атклучить аренда номера 50,168
24657,что такое аренда номера 50,168
24658,Отключите мне услугу аренда номера,168
24659,Как отключить услугу Аренда номера 50 ?,168
24660,Аренда номера 50,168
24661,отключить услугу Аренда номера 50,168
24662,аренда номера 50 это почему выходит?,168
24663,Как отключить услугу «аренда номера 50 »?,168
24664,как модно отключить услугу аренда номера,168
24665,как отключить услугу аренда номера 100 ?,168
24666,"Как отключить услугу ""Аренда номера 50 ""?",168
24667,Что такое аренда номера 50 ?,168
24668,отключить аренда номера 100,168
24669,"мне надо только услугу ""аренда номера 50 "" отключить , а тариф меня устраивает",168
24670,Как отключить подписку аренда номера 50,168
24671,откючите услугу аренда номера 50,168
24672,Отключите услугу аренда номера 50 ??,168
24673,аренда номера 50,168
24674,Отключите мне услугу аренда номера,168
24675,"Платная услуга,аренда номера ,отключите мне ее",168
24676,Отключите пожалуйста услугу «аренда номера 50 »,168
24677,Отключите аренда номера 50,168
24678,"Как отключить услугу ""Аренда номера 50 ""?",168
24679,"Здравствуйте. Как отключить услугу ""Аренда номера 50 ""? И что это такое?",168
24680,"Вы можете отключить услугу ""аренда номера 50 ""?",168
24681,Что за услуга аренда номера я её не подключала?,168
24682,Аренда номера 50 . Отключите её,168
24683,"Аренда номера ,что за услуга?",168
24684,Как отключить услугу Аренда номера 50 ?,168
24685,аренда номера,168
24686,хочу отключить услугу аренда номера,168
24687,А вы можете отключить аренда номера 50,168
24688,Что такое аренда номера,168
24689,Как отключить опцию аренда номера 50,168
24690,Отключите услугу «аренда номера 50 »,168
24691,"Есть платная услуга. 1,67 руб в день. Аренда номера называется. Хочу отключить",168
24692,Хотел бы отключить платную услугу аренда номера 50,168
24693,"Я не подключала услугу ""Аренда номера 50 "" , я на вас жалобу напишу! Что за беспредел?! Уже не первый раз вы так поступаете !",168
24694,Кто подключил мне услугу аренда номера ? Я ничего не подключал верните мне все деньги которые списались за данную услугу,168
24695,отключите услугу аренда номера 50 . я не подключал её и она мне не нужна,168
24696,"Я не подключала услугу ""Аренда номера 50 "" , я на вас жалобу напишу ! Что за беспредел?! Уже не первый раз вы так поступаете !",168
24697,"А что это за услуга, аренда номера ?",168
24698,как отключить услугу аренда номера ?,168
24699,услуга аренда номера 50,168
24700,"Отключите ! услугу, аренда номера 50 !!!!!!!!",168
24701,Услуга аренда номера списывают 6.7 рубля за сутки,168
24702,"Здравствуйте, скажите пожалуйста, почему я не могу отключить услугу ""аренда номера 50 "",что это за услуга, и почему от неё невозможно отказаться ?",168
24703,Что значит аренда номера ?,168
24704,Отключите услугу аренда номера 50,168
24705,что такое аренда номера 50 ?,168
24706,Отключите услугу аренда номера 50,168
24707,Отключите услугу «Аренда номера 50 »,168
24708,как отключить услугу Аренда номера 50,168
24709,мой номер могут перепродать раз стоит аренда номера ?,168
24710,что такое аренда номера ?,168
24711,Помогите отключить опцию АРЕНДА НОМЕРА 50,168
24712,Отключить аренда номера,168
24713,Как отключить услугу аренда номера,168
24714,Аренда номера что ето значит?,168
24715,как мне отключить услугу аренда номера,168
24716,Аренда номера,168
24717,Как отключить услугу аренда номера,168
24718,аренда номера 50 руб этот межете отключить,168
24719,"Добрый день! отключите опцию ""аренда номера "", я эту опцию не подключал, а самостоятельно отключить не получается, мне не нужны доп. опции на тарифе.",168
24720,Аренда номера отключить хочу срочно?,168
24721,Хочу отключить услугу «аренда номера »,168
24722,аренда номера,168
24723,"Прошу отключить опцию. ""аренда номера 50 """,168
